StateAbbr,StateDesc,CountyName,CountyFIPS,TotalPopulation,TotalPop18plus,ACCESS2_CrudePrev,ARTHRITIS_CrudePrev,BINGE_CrudePrev,BPHIGH_CrudePrev,BPMED_CrudePrev,CANCER_CrudePrev,CASTHMA_CrudePrev,CHD_CrudePrev,CHECKUP_CrudePrev,CHOLSCREEN_CrudePrev,COLON_SCREEN_CrudePrev,COPD_CrudePrev,CSMOKING_CrudePrev,DENTAL_CrudePrev,DEPRESSION_CrudePrev,DIABETES_CrudePrev,GHLTH_CrudePrev,HIGHCHOL_CrudePrev,LPA_CrudePrev,MAMMOUSE_CrudePrev,MHLTH_CrudePrev,OBESITY_CrudePrev,PHLTH_CrudePrev,SLEEP_CrudePrev,STROKE_CrudePrev,TEETHLOST_CrudePrev,HEARING_CrudePrev,VISION_CrudePrev,COGNITION_CrudePrev,MOBILITY_CrudePrev	,SELFCARE_CrudePrev,INDEPLIVE_CrudePrev,DISABILITY_CrudePrev,LONELINESS_CrudePrev,FOODSTAMP_CrudePrev,FOODINSECU_CrudePrev,HOUSINSECU_CrudePrev,SHUTUTILITY_CrudePrev,LACKTRPT_CrudePrev,EMOTIONSPT_CrudePrev,ACCESS2_CrudePrev_Cases,ARTHRITIS_CrudePrev_Cases,BINGE_CrudePrev_Cases,BPHIGH_CrudePrev_Cases,BPMED_CrudePrev_Cases,CANCER_CrudePrev_Cases,CASTHMA_CrudePrev_Cases,CHD_CrudePrev_Cases,CHECKUP_CrudePrev_Cases,CHOLSCREEN_CrudePrev_Cases,COLON_SCREEN_CrudePrev_Cases,COPD_CrudePrev_Cases,CSMOKING_CrudePrev_Cases,DENTAL_CrudePrev_Cases,DEPRESSION_CrudePrev_Cases,DIABETES_CrudePrev_Cases,GHLTH_CrudePrev_Cases,HIGHCHOL_CrudePrev_Cases,LPA_CrudePrev_Cases,MAMMOUSE_CrudePrev_Cases,MHLTH_CrudePrev_Cases,OBESITY_CrudePrev_Cases,PHLTH_CrudePrev_Cases,SLEEP_CrudePrev_Cases,STROKE_CrudePrev_Cases,TEETHLOST_CrudePrev_Cases,HEARING_CrudePrev_Cases,VISION_CrudePrev_Cases,COGNITION_CrudePrev_Cases,SELFCARE_CrudePrev_Cases,INDEPLIVE_CrudePrev_Cases,DISABILITY_CrudePrev_Cases,LONELINESS_CrudePrev_Cases,FOODSTAMP_CrudePrev_Cases,FOODINSECU_CrudePrev_Cases,HOUSINSECU_CrudePrev_Cases,SHUTUTILITY_CrudePrev_Cases,LACKTRPT_CrudePrev_Cases,EMOTIONSPT_CrudePrev_Cases,physicians_total,psychiatrists,cardiologists,general_internal_med,beds_total,beds_acute,beds_icu,MedianIncome,physicians_per10k,general_internal_med_per10k,cardiologists_per10k,psych_per10k,beds_per10k,beds_acute_per10k,beds_icu_per10k,pop_quintile,diabetes_supply_group,chd_supply_group,depression_supply_group
AK,Alaska,Aleutians East,02013,3420,3120.0,15.8974,17.5962,18.0128,32.5962,64.391,4.0064,9.0064,5.2885,62.7885,76.1859,47.3077,5.2885,19.1987,45.0,15.1923,11.891,22.5962,33.0128,26.891,63.8141,15.0962,34.7115,13.4936,43.4936,3.0128,18.3974,6.891,6.0897,14.6154,11.9,3.9103,7.5962,29.6154,34.4872,14.0064,22.2115,17.5,11.1859,11.891,32.7885,496.0,549.0,562.0,1017.0,2009.0,125.0,281.0,165.0,1959.0,2377.0,1476.0,165.0,599.0,1404.0,474.0,371.0,705.0,1030.0,839.0,1991.0,471.0,1083.0,421.0,1357.0,94.0,574.0,215.0,190.0,456.0,122.0,237.0,924.0,1076.0,437.0,693.0,546.0,349.0,371.0,1023.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Very Small,No Providers,No Providers,No Providers
AK,Alaska,Aleutians West,02016,5232,4579.0,12.4918,15.9205,19.6986,29.5261,62.3062,3.8218,8.5827,4.4114,62.6119,76.1083,49.0718,4.5425,17.0998,52.1511,15.2217,10.2424,18.6067,32.1686,24.5468,65.1016,14.6757,33.1295,11.9022,39.8559,2.5115,14.5665,5.9838,4.8045,13.3654,22.6,3.1448,6.6827,25.2238,37.803,10.5263,17.7986,14.3481,8.8884,9.8493,32.9548,572.0,729.0,902.0,1352.0,2853.0,175.0,393.0,202.0,2867.0,3485.0,2247.0,208.0,783.0,2388.0,697.0,469.0,852.0,1473.0,1124.0,2981.0,672.0,1517.0,545.0,1825.0,115.0,667.0,274.0,220.0,612.0,144.0,306.0,1155.0,1731.0,482.0,815.0,657.0,407.0,451.0,1509.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,107344,2.1838829438742082,0.0,0.0,0.0,0.0,0.0,0.0,Very Small,No Providers,No Providers,No Providers
AK,Alaska,Anchorage,02020,291242,222910.0,9.568,22.1462,17.9777,31.379,66.4896,6.4721,10.9066,5.0698,70.5491,80.1637,60.8775,5.4192,14.3569,61.9865,21.6818,8.9498,17.8839,31.3979,19.9565,69.4765,16.4205,35.2209,12.3319,35.6171,2.8321,11.323,6.8355,4.4211,13.6073,685.6,3.1838,7.2917,27.7071,34.1061,9.9735,13.6777,12.4831,8.3092,8.8749,25.1218,21328.0,49366.0,40074.0,69947.0,148212.0,14427.0,24312.0,11301.0,157261.0,178693.0,135702.0,12080.0,32003.0,138174.0,48331.0,19950.0,39865.0,69989.0,44485.0,154870.0,36603.0,78511.0,27489.0,79394.0,6313.0,25240.0,15237.0,9855.0,30332.0,7097.0,16254.0,61762.0,76026.0,22232.0,30489.0,27826.0,18522.0,19783.0,55999.0,1017.0,47.0,15.0,73.0,1122.0,786.0,46.0,98152,45.62379435646673,3.2748642950069535,0.6729173208918396,2.1084742721277645,50.33421560270961,35.260867614732405,2.063613117401642,Very Large,High,Medium,Very High
AK,Alaska,Bethel,02050,18666,12130.0,15.9357,22.9101,16.6694,36.5705,62.6958,4.9711,13.6521,7.5103,63.1492,69.1344,47.4279,10.0,30.7749,38.3017,21.2943,13.4378,31.8302,31.3438,33.0668,58.7881,21.9538,38.6892,19.6043,41.5169,4.7733,31.4262,11.2201,10.981,22.9596,56.2,6.4056,14.7568,42.399,37.8978,30.2803,37.6752,26.8425,19.695,22.9514,36.554,1933.0,2779.0,2022.0,4436.0,7605.0,603.0,1656.0,911.0,7660.0,8386.0,5753.0,1213.0,3733.0,4646.0,2583.0,1630.0,3861.0,3802.0,4011.0,7131.0,2663.0,4693.0,2378.0,5036.0,579.0,3812.0,1361.0,1332.0,2785.0,777.0,1790.0,5143.0,4597.0,3673.0,4570.0,3256.0,2389.0,2784.0,4434.0,15.0,1.0,0.0,0.0,82.0,82.0,0.0,70616,12.36603462489695,0.0,0.0,0.8244023083264633,67.60098928277,67.60098928277,0.0,Small,No Providers,No Providers,Medium
AK,Alaska,Bristol Bay,02060,844,658.0,8.8146,25.9878,18.3891,35.1064,70.0608,8.0547,11.3982,6.6869,68.0851,82.2188,59.4225,6.8389,17.3252,59.4225,19.7568,10.7903,18.997,34.6505,21.7325,65.0456,15.8055,35.8663,14.2857,37.234,3.6474,12.614,8.9666,5.1672,13.9818,13.4,3.6474,7.9027,30.6991,32.6748,9.2705,14.4377,12.31,8.3587,9.2705,25.228,58.0,171.0,121.0,231.0,461.0,53.0,75.0,44.0,448.0,541.0,391.0,45.0,114.0,391.0,130.0,71.0,125.0,228.0,143.0,428.0,104.0,236.0,94.0,245.0,24.0,83.0,59.0,34.0,92.0,24.0,52.0,202.0,215.0,61.0,95.0,81.0,55.0,61.0,166.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Very Small,No Providers,No Providers,No Providers
AK,Alaska,Chugach,02063,7102,5456.0,8.7793,22.6356,18.7317,31.1034,68.1635,7.0931,10.2456,5.4985,66.6606,80.5718,60.4472,5.9018,15.2309,62.2984,19.1716,8.706,16.9721,33.3211,20.4179,67.6503,15.011,31.1767,12.7016,34.4025,2.9509,11.8402,7.1664,4.1422,13.1232,21.9,3.1525,6.9831,26.8878,31.5616,7.9912,12.0418,10.4472,6.9831,7.643,23.9186,479.0,1235.0,1022.0,1697.0,3719.0,387.0,559.0,300.0,3637.0,4396.0,3298.0,322.0,831.0,3399.0,1046.0,475.0,926.0,1818.0,1114.0,3691.0,819.0,1701.0,693.0,1877.0,161.0,646.0,391.0,226.0,716.0,172.0,381.0,1467.0,1722.0,436.0,657.0,570.0,381.0,417.0,1305.0,11.0,0.0,0.0,0.0,44.0,44.0,0.0,88565,20.161290322580644,0.0,0.0,0.0,80.64516129032258,80.64516129032258,0.0,Very Small,No Providers,No Providers,No Providers
AK,Alaska,Copper River,02066,2617,2031.0,9.1088,29.1974,18.2176,39.1925,73.3136,9.2073,11.0783,7.9764,70.6056,83.0133,61.2999,8.4195,18.8085,56.9178,19.9902,11.8168,21.0241,36.7799,23.3875,66.2235,15.4111,34.6135,15.4111,36.6814,4.1851,14.8203,9.8966,5.613,14.0817,15.3,4.2836,8.6164,32.5948,31.7085,10.6844,14.8203,11.7184,8.4195,9.3058,24.6184,185.0,593.0,370.0,796.0,1489.0,187.0,225.0,162.0,1434.0,1686.0,1245.0,171.0,382.0,1156.0,406.0,240.0,427.0,747.0,475.0,1345.0,313.0,703.0,313.0,745.0,85.0,301.0,201.0,114.0,286.0,87.0,175.0,662.0,644.0,217.0,301.0,238.0,171.0,189.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Very Small,No Providers,No Providers,No Providers
AK,Alaska,Denali,02068,1619,1291.0,8.598,24.1673,19.5198,33.0751,69.0163,8.1332,10.0697,5.9644,68.0093,82.2618,61.8125,6.5066,16.4214,63.8265,20.6042,8.598,16.7312,34.3919,20.6816,71.1851,15.1046,31.2936,13.0906,31.6034,3.0984,10.3021,7.6685,4.0279,13.1681,11.4,3.1758,6.9713,27.8854,30.3641,7.5136,10.9992,9.6824,6.4291,6.8939,23.3153,111.0,312.0,252.0,427.0,891.0,105.0,130.0,77.0,878.0,1062.0,798.0,84.0,212.0,824.0,266.0,111.0,216.0,444.0,267.0,919.0,195.0,404.0,169.0,408.0,40.0,133.0,99.0,52.0,170.0,41.0,90.0,360.0,392.0,97.0,142.0,125.0,83.0,89.0,301.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Very Small,No Providers,No Providers,No Providers
AK,Alaska,Dillingham,02070,4857,3319.0,12.9256,23.9229,18.3489,33.5945,67.0383,5.8753,12.8352,7.1708,63.4528,74.4803,55.8301,8.4664,25.6403,49.6836,20.6086,12.5038,26.2127,32.088,28.6231,60.229,19.524,38.2947,17.3546,36.9991,4.2784,22.9286,10.003,8.376,18.9515,33.6,5.122,11.7505,37.0594,36.9991,20.3676,27.4179,20.7593,14.884,17.1437,31.5155,429.0,794.0,609.0,1115.0,2225.0,195.0,426.0,238.0,2106.0,2472.0,1853.0,281.0,851.0,1649.0,684.0,415.0,870.0,1065.0,950.0,1999.0,648.0,1271.0,576.0,1228.0,142.0,761.0,332.0,278.0,629.0,170.0,390.0,1230.0,1228.0,676.0,910.0,689.0,494.0,569.0,1046.0,10.0,0.0,0.0,0.0,16.0,16.0,0.0,74250,30.129557095510698,0.0,0.0,0.0,48.207291352817116,48.207291352817116,0.0,Very Small,No Providers,No Providers,No Providers
AK,Alaska,Fairbanks North Star,02090,95655,72748.0,9.6209,19.7421,18.34,29.8909,62.2986,6.3067,10.3178,4.6297,65.4685,77.8619,59.8876,4.9843,14.1447,61.3735,20.9669,7.8614,16.3056,31.7205,21.1745,63.8904,16.2891,35.2546,11.9811,37.5529,2.5073,10.6367,6.3534,3.9616,13.8725,228.4,2.8001,7.0297,28.2936,34.1865,8.348,11.8464,10.8058,6.9569,8.2573,25.9251,6999.0,14362.0,13342.0,21745.0,45321.0,4588.0,7506.0,3368.0,47627.0,56643.0,43567.0,3626.0,10290.0,44648.0,15253.0,5719.0,11862.0,23076.0,15404.0,46479.0,11850.0,25647.0,8716.0,27319.0,1824.0,7738.0,4622.0,2882.0,10092.0,2037.0,5114.0,20583.0,24870.0,6073.0,8618.0,7861.0,5061.0,6007.0,18860.0,159.0,4.0,2.0,20.0,238.0,238.0,7.0,84722,21.85627096277561,2.749216473305108,0.2749216473305108,0.5498432946610216,32.715676032330784,32.715676032330784,0.9622257656567879,Large,High,Very Low,Low
AK,Alaska,Haines,02100,2080,1702.0,7.4031,28.0846,16.6863,37.6028,73.5018,9.9882,10.282,7.2855,71.7979,85.0176,64.3948,6.9918,14.2186,63.2785,19.5065,10.3995,17.215,37.6028,19.8002,70.329,13.8073,34.3126,13.396,31.7274,3.7015,11.6921,8.9894,4.4066,11.8096,13.0,3.5253,6.9918,28.6134,29.4947,7.2268,10.517,8.8132,6.228,6.698,21.7979,126.0,478.0,284.0,640.0,1251.0,170.0,175.0,124.0,1222.0,1447.0,1096.0,119.0,242.0,1077.0,332.0,177.0,293.0,640.0,337.0,1197.0,235.0,584.0,228.0,540.0,63.0,199.0,153.0,75.0,201.0,60.0,119.0,487.0,502.0,123.0,179.0,150.0,106.0,114.0,371.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,72607,41.128084606345475,0.0,0.0,0.0,0.0,0.0,0.0,Very Small,No Providers,No Providers,No Providers
AK,Alaska,Hoonah-Angoon,02105,2365,1845.0,9.9187,30.8943,15.6098,41.3008,75.122,9.3767,11.4905,9.2141,71.4905,82.981,59.4038,9.2141,20.1084,53.9837,19.187,13.9837,24.0108,39.0244,26.1247,65.4201,15.6098,37.0732,17.019,36.4228,4.878,15.2846,11.5989,6.7751,14.7967,18.0,4.878,9.5935,36.4228,31.2737,12.6829,17.7778,13.3875,9.5935,10.7859,25.9079,183.0,570.0,288.0,762.0,1386.0,173.0,212.0,170.0,1319.0,1531.0,1096.0,170.0,371.0,996.0,354.0,258.0,443.0,720.0,482.0,1207.0,288.0,684.0,314.0,672.0,90.0,282.0,214.0,125.0,273.0,90.0,177.0,672.0,577.0,234.0,328.0,247.0,177.0,199.0,478.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Very Small,No Providers,No Providers,No Providers
AK,Alaska,Juneau,02110,32255,25367.0,8.4519,23.4596,19.3046,31.3636,69.7875,7.2417,10.4072,5.3928,67.8125,81.6494,61.6234,5.7752,14.3139,62.7784,21.595,8.6136,16.7186,34.3754,17.2784,65.5694,15.3112,35.3136,12.4098,32.9877,2.8856,10.423,7.0091,4.0959,12.9854,64.5,3.1222,6.8475,26.5069,31.7302,7.9868,12.0787,10.2614,7.3087,7.7975,23.8854,2144.0,5951.0,4897.0,7956.0,17703.0,1837.0,2640.0,1368.0,17202.0,20712.0,15632.0,1465.0,3631.0,15925.0,5478.0,2185.0,4241.0,8720.0,4383.0,16633.0,3884.0,8958.0,3148.0,8368.0,732.0,2644.0,1778.0,1039.0,3294.0,792.0,1737.0,6724.0,8049.0,2026.0,3064.0,2603.0,1854.0,1978.0,6059.0,74.0,7.0,0.0,4.0,57.0,57.0,9.0,100513,29.171758583987067,1.5768518153506523,0.0,2.7594906768636416,22.4701383687468,22.4701383687468,3.5479165845389677,Medium,Medium,No Providers,Very High
AK,Alaska,Kenai Peninsula,02122,58799,45987.0,9.5744,26.9315,17.1657,35.5079,71.4593,9.2548,10.5312,7.015,66.0774,80.7772,60.3214,7.5043,16.5068,58.9514,19.96,9.9071,18.8945,38.0629,21.4234,60.0713,14.9781,32.6005,14.4106,30.8565,3.6162,13.5473,8.8829,4.7057,13.2755,195.4,3.6923,7.6065,30.1042,31.5959,9.3461,12.8188,10.3116,7.1325,7.7326,21.4539,4403.0,12385.0,7894.0,16329.0,32862.0,4256.0,4843.0,3226.0,30387.0,37147.0,27740.0,3451.0,7591.0,27110.0,9179.0,4556.0,8689.0,17504.0,9852.0,27625.0,6888.0,14992.0,6627.0,14190.0,1663.0,6230.0,4085.0,2164.0,6105.0,1698.0,3498.0,13844.0,14530.0,4298.0,5895.0,4742.0,3280.0,3556.0,9866.0,98.0,3.0,1.0,9.0,175.0,175.0,11.0,77722,21.310370322047532,1.9570748254941612,0.21745275838824016,0.6523582751647204,38.05423271794203,38.05423271794203,2.391980342270642,Large,Medium,Very Low,Medium
AK,Alaska,Ketchikan Gateway,02130,13948,10855.0,9.1571,25.1313,18.093,34.316,69.8111,7.895,10.7692,6.1907,69.24,81.2805,61.3726,6.725,16.7849,59.1801,19.5578,10.0967,19.5762,34.2331,21.9162,67.1119,15.6333,38.3326,14.1778,38.5997,3.3717,11.801,8.0792,4.8088,13.5606,61.8,3.556,7.6462,29.8296,29.4519,9.6822,13.8277,11.4049,7.8858,8.632,23.8415,994.0,2728.0,1964.0,3725.0,7578.0,857.0,1169.0,672.0,7516.0,8823.0,6662.0,730.0,1822.0,6424.0,2123.0,1096.0,2125.0,3716.0,2379.0,7285.0,1697.0,4161.0,1539.0,4190.0,366.0,1281.0,877.0,522.0,1472.0,386.0,830.0,3238.0,3197.0,1051.0,1501.0,1238.0,856.0,937.0,2588.0,36.0,3.0,1.0,5.0,54.0,54.0,4.0,89155,33.16444035006909,4.606172270842929,0.9212344541685858,2.763703362505758,49.74666052510364,49.74666052510364,3.6849378166743434,Small,Very High,High,Very High
AK,Alaska,Kodiak Island,02150,13101,9874.0,10.239,19.9818,17.8347,30.555,65.9003,5.9753,9.682,5.2258,67.0853,78.8029,58.2844,5.7221,15.5256,57.14,17.8955,9.4997,17.9765,33.9984,22.3314,68.9791,15.0395,32.3375,12.4873,38.2722,2.9471,12.5785,6.988,4.6283,13.3684,56.0,3.1699,7.1501,27.1319,33.968,9.2161,14.8876,11.6974,7.4539,8.6287,26.9293,1011.0,1973.0,1761.0,3017.0,6507.0,590.0,956.0,516.0,6624.0,7781.0,5755.0,565.0,1533.0,5642.0,1767.0,938.0,1775.0,3357.0,2205.0,6811.0,1485.0,3193.0,1233.0,3779.0,291.0,1242.0,690.0,457.0,1320.0,313.0,706.0,2679.0,3354.0,910.0,1470.0,1155.0,736.0,852.0,2659.0,27.0,0.0,0.0,2.0,21.0,21.0,2.0,83716,27.34454121936399,2.02552157180474,0.0,0.0,21.267976503949768,21.267976503949768,2.02552157180474,Small,Medium,No Providers,No Providers
AK,Alaska,Kusilvak,02158,8368,4947.0,18.0918,24.3986,16.5959,36.891,63.392,4.5078,14.8979,8.0049,63.2909,66.1007,41.2978,11.0976,36.2038,31.1906,23.9943,15.5043,37.4975,30.8065,36.608,52.6986,25.2072,46.1088,22.0942,46.1088,5.094,38.9933,11.8051,13.0988,26.7031,21.8,7.2974,17.5056,48.9994,41.0956,39.2965,47.0993,32.8078,25.1061,28.3,36.1027,895.0,1207.0,821.0,1825.0,3136.0,223.0,737.0,396.0,3131.0,3270.0,2043.0,549.0,1791.0,1543.0,1187.0,767.0,1855.0,1524.0,1811.0,2607.0,1247.0,2281.0,1093.0,2281.0,252.0,1929.0,584.0,648.0,1321.0,361.0,866.0,2424.0,2033.0,1944.0,2330.0,1623.0,1242.0,1400.0,1786.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Very Small,No Providers,No Providers,No Providers
AK,Alaska,Lake and Peninsula,02164,1476,1025.0,12.3902,24.0,17.6585,34.5366,66.439,5.7561,12.878,6.9268,65.8537,75.2195,54.8293,8.1951,25.7561,47.8049,21.3659,12.6829,26.3415,31.4146,28.0976,62.3415,19.9024,40.0976,17.2683,40.6829,4.0976,22.439,9.6585,7.9024,19.0244,16.5,4.878,11.3171,37.4634,35.6098,20.2927,27.3171,20.7805,15.122,16.4878,30.8293,127.0,246.0,181.0,354.0,681.0,59.0,132.0,71.0,675.0,771.0,562.0,84.0,264.0,490.0,219.0,130.0,270.0,322.0,288.0,639.0,204.0,411.0,177.0,417.0,42.0,230.0,99.0,81.0,195.0,50.0,116.0,384.0,365.0,208.0,280.0,213.0,155.0,169.0,316.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Very Small,No Providers,No Providers,No Providers
AK,Alaska,Matanuska-Susitna,02170,107081,78081.0,9.567,26.776,16.05,32.4291,67.1994,7.5652,10.9335,6.1308,71.007,80.2308,58.1742,7.0196,17.7649,58.0397,22.2333,9.2737,18.9982,35.9012,22.9851,65.8111,16.4637,37.8504,13.9611,33.8136,3.2313,13.4834,8.1082,4.5709,15.0101,321.8,3.5886,8.0788,32.4509,32.1602,10.0383,13.4232,11.8415,7.9353,8.618,24.513,7470.0,20907.0,12532.0,25321.0,52470.0,5907.0,8537.0,4787.0,55443.0,62645.0,45423.0,5481.0,13871.0,45318.0,17360.0,7241.0,14834.0,28032.0,17947.0,51386.0,12855.0,29554.0,10901.0,26402.0,2523.0,10528.0,6331.0,3569.0,11720.0,2802.0,6308.0,25338.0,25111.0,7838.0,10481.0,9246.0,6196.0,6729.0,19140.0,106.0,2.0,1.0,9.0,125.0,125.0,0.0,90625,13.575645803716654,1.152649172013678,0.128072130223742,0.256144260447484,16.009016277967753,16.009016277967753,0.0,Very Large,Low,Very Low,Very Low
AK,Alaska,Nome,02180,10046,6751.0,13.6424,22.1301,19.1527,33.0766,65.7977,5.1844,12.9759,7.0212,63.5165,72.1819,51.7997,8.8579,29.3586,44.0824,21.0339,12.8277,28.3217,31.5657,29.2253,59.9911,20.9599,38.6906,17.6122,43.0158,4.3401,26.9886,10.1911,9.4653,20.7673,32.0,5.5844,12.8574,39.3275,36.3057,26.248,33.1803,23.8631,18.1751,19.9082,31.8768,921.0,1494.0,1293.0,2233.0,4442.0,350.0,876.0,474.0,4288.0,4873.0,3497.0,598.0,1982.0,2976.0,1420.0,866.0,1912.0,2131.0,1973.0,4050.0,1415.0,2612.0,1189.0,2904.0,293.0,1822.0,688.0,639.0,1402.0,377.0,868.0,2655.0,2451.0,1772.0,2240.0,1611.0,1227.0,1344.0,2152.0,14.0,0.0,0.0,0.0,36.0,36.0,0.0,76643,20.73766849355651,0.0,0.0,0.0,53.325433269145314,53.325433269145314,0.0,Very Small,No Providers,No Providers,No Providers
AK,Alaska,North Slope,02185,11031,8179.0,11.9697,18.4375,20.9439,32.4734,62.5749,4.7194,10.8082,5.1229,63.2718,75.3271,53.2339,5.7097,21.274,53.0016,18.682,10.0379,20.6504,30.2604,23.7926,63.7242,17.6305,42.3035,13.9748,39.2591,2.971,18.2418,7.3603,5.6853,16.1267,35.6,3.5457,8.4607,30.6517,34.4785,13.1312,20.9072,16.7869,11.0527,12.7644,31.532,979.0,1508.0,1713.0,2656.0,5118.0,386.0,884.0,419.0,5175.0,6161.0,4354.0,467.0,1740.0,4335.0,1528.0,821.0,1689.0,2475.0,1946.0,5212.0,1442.0,3460.0,1143.0,3211.0,243.0,1492.0,602.0,465.0,1319.0,290.0,692.0,2507.0,2820.0,1074.0,1710.0,1373.0,904.0,1044.0,2579.0,5.0,0.0,0.0,1.0,14.0,14.0,0.0,86313,6.11321677466683,1.2226433549333657,0.0,0.0,17.117006969067123,17.117006969067123,0.0,Small,Low,No Providers,No Providers
AK,Alaska,Northwest Arctic,02188,7793,4986.0,14.0193,22.6233,17.87,35.0782,64.0594,4.9138,13.6181,6.8191,65.1223,71.8211,50.2006,8.4838,28.9611,43.4216,21.44,13.3975,29.2619,30.5255,29.7433,59.6671,21.5604,40.6939,18.2912,42.5391,4.2519,31.5082,10.008,9.3261,21.42,34.0,5.4352,13.0766,40.9948,39.0493,25.6117,33.7144,25.6318,18.3113,20.2166,33.1328,699.0,1128.0,891.0,1749.0,3194.0,245.0,679.0,340.0,3247.0,3581.0,2503.0,423.0,1444.0,2165.0,1069.0,668.0,1459.0,1522.0,1483.0,2975.0,1075.0,2029.0,912.0,2121.0,212.0,1571.0,499.0,465.0,1068.0,271.0,652.0,2044.0,1947.0,1277.0,1681.0,1278.0,913.0,1008.0,1652.0,6.0,0.0,0.0,0.0,30.0,30.0,0.0,81298,12.033694344163658,0.0,0.0,0.0,60.168471720818296,60.168471720818296,0.0,Very Small,No Providers,No Providers,No Providers
AK,Alaska,Petersburg,02195,3398,2685.0,9.3855,27.486,17.3184,35.4935,72.5885,9.0875,10.2048,7.0019,68.4916,82.1974,63.6127,7.1881,15.3818,61.0056,19.2179,10.2048,18.2868,36.6853,21.1918,71.0987,14.7858,31.3966,13.4823,31.9181,3.6127,14.0037,8.7896,4.6182,13.2961,13.0,3.5009,7.486,30.0931,31.0987,8.0819,11.8063,9.9069,6.5922,7.4115,24.2086,252.0,738.0,465.0,953.0,1949.0,244.0,274.0,188.0,1839.0,2207.0,1708.0,193.0,413.0,1638.0,516.0,274.0,491.0,985.0,569.0,1909.0,397.0,843.0,362.0,857.0,97.0,376.0,236.0,124.0,357.0,94.0,201.0,808.0,835.0,217.0,317.0,266.0,177.0,199.0,650.0,4.0,0.0,0.0,1.0,27.0,27.0,0.0,77026,14.8975791433892,3.7243947858473,0.0,0.0,100.55865921787709,100.55865921787709,0.0,Very Small,High,No Providers,No Providers
AK,Alaska,Prince of Wales-Hyder,02198,5753,4383.0,10.8145,29.6829,16.2674,38.7178,72.4846,8.2136,12.1834,8.6927,69.7011,80.0137,58.0196,9.4,22.6329,52.3842,20.7392,13.7121,25.5761,35.9571,26.1693,62.4914,17.3397,38.7406,17.6591,35.1586,4.7456,18.4349,11.1111,7.2781,16.6324,63.8,5.1791,10.4723,37.1891,33.3561,15.7655,20.9217,15.948,11.6587,12.7082,27.4698,474.0,1301.0,713.0,1697.0,3177.0,360.0,534.0,381.0,3055.0,3507.0,2543.0,412.0,992.0,2296.0,909.0,601.0,1121.0,1576.0,1147.0,2739.0,760.0,1698.0,774.0,1541.0,208.0,808.0,487.0,319.0,729.0,227.0,459.0,1630.0,1462.0,691.0,917.0,699.0,511.0,557.0,1204.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,59079,13.689253935660506,0.0,0.0,0.0,0.0,0.0,0.0,Very Small,No Providers,No Providers,No Providers
AK,Alaska,Sitka,02220,8458,6714.0,8.5344,23.7861,17.9327,32.9759,69.3625,7.8642,10.3366,5.8385,68.4093,81.7545,62.8388,5.9875,14.2687,64.2389,19.7051,9.5621,16.6369,32.7971,18.7965,71.269,14.8198,30.146,12.4516,30.429,3.1874,10.6494,7.6705,4.3193,12.7644,22.5,3.1576,7.0599,27.4352,31.3673,7.7897,11.8111,10.1877,6.8662,7.7152,24.5904,573.0,1597.0,1204.0,2214.0,4657.0,528.0,694.0,392.0,4593.0,5489.0,4219.0,402.0,958.0,4313.0,1323.0,642.0,1117.0,2202.0,1262.0,4785.0,995.0,2024.0,836.0,2043.0,214.0,715.0,515.0,290.0,857.0,212.0,474.0,1842.0,2106.0,523.0,793.0,684.0,461.0,518.0,1651.0,26.0,2.0,0.0,3.0,25.0,25.0,0.0,101207,38.72505212987787,4.468275245755138,0.0,2.978850163836759,37.23562704795949,37.23562704795949,0.0,Very Small,Very High,No Providers,Very High
